Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand,Model
Bangalore,2006,66000,Petrol,Automatic,Second,10.1,2354.0,152.0,5.0,3.9,Honda,2.4 4WD AT
Delhi,2013,52000,Petrol,Manual,First,17.1,1591.0,121.3,5.0,5.25,Hyundai,1.6 SX VTVT (O)
Bangalore,2014,58000,Diesel,Automatic,First,11.72,2199.0,194.3,7.0,17.0,Hyundai,Fe 4x4 AT
Ahmedabad,2012,58000,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,3.5,Hyundai,Sportz AT
Hyderabad,2008,75000,Diesel,Manual,Second,17.7,1399.0,68.0,5.0,3.0,Ford,Plus 1.4 TDCi Diesel
Coimbatore,2015,41008,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,4.87,Hyundai,Sportz
Jaipur,2014,65000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,6.0,Hyundai,1.1 CRDi SX Option
Mumbai,2015,19000,Diesel,Automatic,First,18.19,1968.0,174.5,5.0,15.5,Skoda,Style 2.0 TDI AT
Pune,2008,74000,Petrol,Manual,Second,16.6,1388.0,68.0,5.0,1.6,Ford,1.4 Duratec EXI
Pune,2017,33000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,7.25,Maruti,Zeta Automatic
Mumbai,2010,95000,Diesel,Manual,Second,17.0,1896.0,105.0,5.0,3.25,Skoda,1.9 TDI MT Ambiente
Kolkata,2012,34000,Diesel,Manual,First,20.64,1498.0,108.5,5.0,3.4,Volkswagen,1.5 TDI Comfortline
Coimbatore,2014,102865,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,30.5,Audi,3.0 TDI Quattro Technology
Kochi,2016,52378,Petrol,Manual,First,17.0,1591.0,121.3,5.0,7.97,Hyundai,VTVT 1.6 SX Option
Delhi,2012,38000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,13.51,Mercedes-Benz,C-Class 220 CDI AT
Kochi,2015,60334,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.43,Honda,S i-Dtech
Chennai,2010,107000,Petrol,Manual,First,16.6,1388.0,68.0,5.0,2.6,Ford,1.4 Duratec EXI Limited Edition
Bangalore,2013,445000,Petrol,Manual,First,18.5,1197.0,82.9,5.0,4.45,Hyundai,Magna Optional 1.2
Kolkata,2017,2196,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.75,Maruti,800 LXI
Kolkata,2010,24000,Petrol,Automatic,First,10.6,2996.0,258.0,5.0,8.75,BMW,Series 530i Sedan
Coimbatore,2015,44846,Petrol,Manual,Second,14.6,1368.0,88.7,5.0,5.41,Fiat,Punto 1.4 Emotion
Kochi,2018,64035,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,8.55,Maruti,AMT ZDI Plus
Mumbai,2014,45600,Diesel,Manual,First,15.1,2179.0,140.0,7.0,8.25,Mahindra,W6 2WD
Kochi,2014,102001,Diesel,Automatic,First,11.1,2400.0,200.0,7.0,23.58,Volvo,2007-2015 D5 AT AWD
Coimbatore,2014,47439,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.49,Hyundai,Sportz 1.2
Hyderabad,2010,193254,Diesel,Manual,First,11.5,2982.0,171.0,7.0,12.99,Toyota,3.0 Diesel
Bangalore,2016,29000,Petrol,Automatic,First,21.9,624.0,37.48,4.0,2.8,Tata,XTA
Coimbatore,2016,51681,Diesel,Manual,First,19.98,1461.0,108.5,8.0,8.43,Renault,110PS RxZ 8 Seater
Hyderabad,2015,50000,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,47.5,Audi,3.0 TDI Quattro Premium Plus
Mumbai,2016,42666,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,8.95,Honda,i VTEC CVT VX
Jaipur,2013,65000,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,5.5,Renault,110PS Diesel RxL
Jaipur,2014,18776,Petrol,Manual,First,17.8,1198.0,86.7,5.0,4.75,Honda,S i-VTEC
Jaipur,2016,6714,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.75,Honda,S i-Vtech
Pune,2009,40000,Petrol,Automatic,Second,12.05,1995.0,154.0,5.0,9.5,BMW,Series 320i
Coimbatore,2011,88539,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.77,Maruti,LDi
Delhi,2012,65055,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,4.25,Honda,1.5 S MT
Mumbai,2014,23000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,19.9,BMW,Series 320d Sport Line
Chennai,2009,60000,Diesel,Manual,First,15.0,1896.0,105.0,5.0,4.0,Volkswagen,2007-2011 1.9 TDI Trendline
Kochi,2013,59350,Petrol,Manual,First,19.1,1197.0,85.8,5.0,4.16,Maruti,Dzire LXI
Bangalore,2015,19000,Diesel,Automatic,Second,16.36,2179.0,187.7,5.0,38.0,Jaguar,2.2 Litre Executive
Kochi,2016,45560,Petrol,Automatic,First,16.9,1197.0,82.0,5.0,6.34,Hyundai,1.2 Kappa AT SX Option
Pune,2009,118000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,4.5,Toyota,2.5 G (Diesel) 7 Seater BS IV
Chennai,2016,55000,Petrol,Manual,First,15.1,1196.0,73.0,7.0,3.75,Maruti,7 Seater Standard
Delhi,2012,60000,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,10.2,Audi,New 2.0 TDI Multitronic
Chennai,2007,145000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,5.0,Toyota,2.5 G (Diesel) 7 Seater BS IV
Mumbai,2008,46810,Petrol,Manual,First,9.8,1995.0,163.5,5.0,3.95,Maruti,Vitara MT
Coimbatore,2016,62767,Diesel,Manual,First,20.34,1498.0,103.2,5.0,9.75,Volkswagen,1.5 TDI Highline
Kochi,2018,18553,Petrol,Manual,First,18.6,1197.0,81.86,5.0,7.93,Hyundai,i20 Petrol Asta
Hyderabad,2011,143143,Diesel,Manual,First,17.8,1399.0,67.0,5.0,2.1,Ford,Classic 1.4 Duratorq CLXI
Coimbatore,2015,53497,Diesel,Manual,First,13.5,2477.0,175.56,7.0,16.42,Mitsubishi,Sport 4X4
Bangalore,2011,148000,Diesel,Manual,Second,14.66,2199.0,194.3,7.0,8.9,Hyundai,Fe 4X4
Pune,2012,95000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.21,Mahindra,W8 2WD
Chennai,2015,100000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,13.5,Toyota,2.5 V Diesel 8-seater
Chennai,2016,29000,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,65.0,Mercedes-Benz,350d
Bangalore,2014,87000,Diesel,Manual,First,12.05,2179.0,120.0,7.0,7.4,Mahindra,2009-2014 SLE 7S BSIV
Kochi,2014,56838,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,5.15,Honda,1.5 S AT
Pune,2013,100000,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,32.0,Mercedes-Benz,2007 2012 350 CDI Luxury
Kolkata,2011,125000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.25,Honda,1.5 S MT
Kolkata,2017,17000,Petrol,Automatic,First,22.5,998.0,67.0,5.0,3.95,Maruti,R VXI AMT
Pune,2013,70000,Petrol,Manual,Second,15.4,1193.0,65.0,5.0,1.5,Tata,eCS GLE BSIII
Pune,2010,50000,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,3.0,Hyundai,2015-2017 1.2 Asta with AVN
Kolkata,2010,39800,Petrol,Manual,First,16.0,1198.0,90.0,5.0,1.99,Honda,Active
Kolkata,2010,60000,Petrol,Manual,First,19.0,998.0,66.1,5.0,1.35,Maruti,Lxi
Hyderabad,2009,58000,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,13.5,BMW,Series 320d Highline
Hyderabad,2010,110009,Diesel,Manual,First,17.67,1968.0,138.08,5.0,6.99,Skoda,Elegance
Hyderabad,2013,85000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,8.5,Nissan,XV Premium 110 PS
Pune,2010,84000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,2.89,Volkswagen,Diesel Comfortline 1.2L
Mumbai,2011,51000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,10.5,BMW,Series 320d
Kochi,2013,68880,Petrol,Manual,First,16.95,1498.0,97.7,5.0,3.97,Nissan,2011-2014 XL
Chennai,2017,5500,Petrol,Automatic,First,24.07,998.0,67.1,5.0,4.25,Maruti,K10 VXI AGS
Coimbatore,2016,40052,Petrol,Manual,First,21.1,1197.0,85.8,5.0,6.17,Maruti,ZXI
Coimbatore,2016,47293,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,38.72,Audi,30 TDI quattro Premium Plus
Hyderabad,2013,79663,Diesel,Manual,First,16.8,1493.0,110.0,5.0,6.5,Hyundai,CRDi SX
Jaipur,2013,63000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,4.25,Honda,S i-Dtech
Kolkata,2014,45000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,4.75,Honda,i DTEC SV
Kochi,2014,56501,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,17.71,Toyota,TRD Sportivo 2.8 2WD AT
Jaipur,2015,58000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,5.85,Volkswagen,1.5 TDI Highline
Coimbatore,2011,51602,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,17.27,BMW,Series 520d Luxury Line
Hyderabad,2007,74199,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,9.25,BMW,Series 320d Sedan
Ahmedabad,2017,25000,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,12.75,Hyundai,1.6 SX Plus Petrol Automatic
Pune,2016,70000,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,27.0,BMW,Series Luxury Line
Bangalore,2013,25000,Diesel,Automatic,Second,14.84,2143.0,167.62,5.0,21.0,Mercedes-Benz,C-Class C 220 CDI BE Avantgare
Hyderabad,2017,22000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.95,Maruti,Dzire VDI
Hyderabad,2015,47020,Petrol,Manual,Second,23.1,998.0,67.04,5.0,4.5,Maruti,ZXI
Mumbai,2017,8000,Diesel,Automatic,First,19.59,1995.0,187.74,5.0,33.75,BMW,Series 320d GT Luxury Line
Delhi,2010,73000,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,17.51,Audi,4.2 TDI Quattro Technology
Kochi,2017,36973,Petrol,Manual,First,18.2,1199.0,88.7,5.0,6.8,Honda,V
Coimbatore,2014,42083,Petrol,Manual,First,25.4,624.0,37.48,4.0,1.68,Tata,Cx BSIV
Chennai,2016,61000,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.9,Maruti,800 2016-2019 LXI
Mumbai,2014,43628,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.16,Maruti,R VXI
Jaipur,2014,60000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,3.9,Hyundai,1.1 CRDi Base
Delhi,2010,54000,Petrol,Manual,Second,17.8,1199.0,76.8,5.0,1.95,Chevrolet,LT
Kochi,2015,27001,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,26.52,Jaguar,2.2 Litre Luxury
Chennai,2010,52000,Diesel,Automatic,First,18.33,1968.0,167.7,5.0,9.0,Volkswagen,Diesel Highline 2.0 TDI
Hyderabad,2012,80000,Diesel,Manual,First,21.27,1396.0,88.76,5.0,4.5,Hyundai,Asta 1.4 CRDi
Chennai,2008,160000,Diesel,Manual,First,10.5,2835.0,107.2,6.0,8.75,Mitsubishi,2.8 SFX
Chennai,2018,3300,Diesel,Automatic,First,24.3,1248.0,88.5,5.0,11.5,Maruti,Brezza ZDi Plus AMT Dual Tone
Delhi,2016,35027,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.0,Maruti,K10 LXI
Coimbatore,2015,26568,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.79,Hyundai,Magna Plus
Ahmedabad,2015,59000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,6.0,Maruti,VDi Plus SHVS
Bangalore,2016,51000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.25,Hyundai,1.6 CRDi SX Option
Delhi,2012,56400,Diesel,Automatic,First,17.2,1968.0,138.1,5.0,8.0,Skoda,Ambition 2.0 TDI CR AT
Hyderabad,2015,80000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,5.8,Volkswagen,1.5 TDI Highline
Delhi,2012,72000,Diesel,Automatic,Third,18.48,,,,13.85,BMW,Series 520d Sedan
Hyderabad,2013,107000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,13.5,Toyota,2.5 VX (Diesel) 7 Seater
Pune,2014,100000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,25.0,Mercedes-Benz,2009-2013 E250 CDI Elegance
Kochi,2016,59998,Diesel,Manual,First,20.14,1498.0,88.8,5.0,5.49,Volkswagen,1.5 TDI Highline
Hyderabad,2013,105000,Diesel,Automatic,First,17.32,1968.0,150.0,5.0,19.0,Audi,2.0 TDI
Kolkata,2011,36000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,2.5,Hyundai,1.2 Magna
Kolkata,2015,24350,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,3.0,Hyundai,Sportz 1.1L
Kochi,2018,28973,Diesel,Manual,First,24.7,1047.0,69.0,5.0,6.64,Tata,1.05 Revotorq XT
Kochi,2017,8243,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.21,Hyundai,Era
Chennai,2009,136642,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,1.55,Hyundai,Xing GLS
Hyderabad,2011,60000,Petrol,Manual,First,17.92,1086.0,62.1,5.0,2.59,Hyundai,Xing GLS
Chennai,2008,100000,Diesel,Manual,Second,12.7,2609.0,120.0,8.0,4.0,Mahindra,SLX
Jaipur,2010,48689,Petrol,Manual,First,17.4,1497.0,117.3,5.0,3.87,Honda,i-VTEC S
Bangalore,2017,45000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.75,Maruti,Brezza ZDi
Kochi,2019,38163,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,32.91,Audi,35 TDI Technology Edition
Chennai,2011,43800,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,16.75,Mercedes-Benz,2009-2013 E250 CDI Elegance
Jaipur,2007,92000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,1.9,Honda,2006-2010 1.8 MT Sport
Kochi,2017,14064,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.59,Hyundai,Magna 1.2
Coimbatore,2017,42366,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,31.93,Audi,35 TDI Quattro Premium Plus
Jaipur,2014,76551,Diesel,Manual,First,25.1,1498.0,98.6,5.0,7.25,Honda,i DTEC VX
Pune,2008,72672,Petrol,Manual,First,19.81,1086.0,68.05,5.0,1.9,Hyundai,Era 1.1 iTech SE
Kolkata,2015,45000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,3.55,Maruti,VDI BSIV
Hyderabad,2012,91696,Diesel,Automatic,First,11.4,2953.0,153.86,7.0,9.25,Ford,3.0L 4X4 AT
Kochi,2009,66484,Petrol,Manual,First,13.8,1299.0,70.0,5.0,1.65,Ford,1.3 Flair
Coimbatore,2019,15456,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,36.64,BMW,sDrive 20d xLine
Mumbai,2011,55000,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,16.0,Mercedes-Benz,2009-2013 E250 CDI Classic
Kochi,2019,21112,CNG,Manual,First,6.492999999999999,1196.0,73.0,5.0,5.38,Maruti,5 STR With AC Plus HTR CNG
Pune,2011,98000,Petrol,Manual,First,16.7,,,,3.15,Honda,Select Edition
Ahmedabad,2014,61297,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.35,Honda,S i-Dtech
Hyderabad,2006,80000,Petrol,Manual,Second,17.3,993.0,60.0,5.0,1.2,Maruti,LXi - BS III
Jaipur,2013,59000,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,4.1,Hyundai,Magna
Chennai,2009,150000,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,18.75,BMW,3.0d
Coimbatore,2017,60083,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.78,Hyundai,1.6 CRDi SX Option
Kolkata,2016,85450,Diesel,Manual,First,26.59,1248.0,74.0,5.0,4.0,Maruti,Dzire LDI
Jaipur,2013,88000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.33,Maruti,VDI
Kochi,2015,81828,Diesel,Manual,First,24.0,1186.0,73.97,5.0,5.43,Hyundai,i10 1.2 CRDi Asta
Mumbai,2016,18000,Petrol,Manual,First,18.16,1196.0,86.8,5.0,4.9,Ford,Aspire 1.2 Ti-VCT Trend
Chennai,2017,15000,Diesel,Automatic,First,15.97,2993.0,258.0,5.0,70.0,BMW,X5 M
Kolkata,2016,34000,Diesel,Automatic,First,11.78,2143.0,167.62,5.0,25.5,Mercedes-Benz,C-Class C 220 CDI Celebration Edition
Ahmedabad,2015,46000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.1,Hyundai,i10 AT Asta
Hyderabad,2013,48158,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.7,Hyundai,1.6 SX CRDi (O)
Hyderabad,2013,93000,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,26.5,BMW,Series 525d Sedan
Ahmedabad,2013,71007,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.9,Nissan,Diesel XV Premium
Pune,2010,63067,Petrol,Manual,Second,15.5,1586.0,103.3,5.0,2.7,Maruti,ZXI MT BSIV
Hyderabad,2011,70259,Diesel,Manual,First,21.12,1248.0,88.8,5.0,2.95,Tata,Aura Quadrajet BS IV
Ahmedabad,2015,13000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,23.0,Audi,2.0 TDI Multitronic
Pune,2009,140000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,2.49,Maruti,Ldi BSIV
Jaipur,2015,130000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,4.5,Maruti,LDI Optional
Delhi,2011,89401,Diesel,Manual,First,21.43,1364.0,87.2,5.0,4.5,Toyota,Altis Diesel D4DJ
Hyderabad,2015,67000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,6.9,Honda,1.5 VX i DTEC
Kochi,2010,65329,Petrol,Automatic,First,7.94,4395.0,450.0,4.0,20.72,BMW,Series 650i Coupe
Jaipur,2010,72000,Petrol,Manual,First,16.25,1198.0,73.9,5.0,2.21,Skoda,1.2 Petrol Active
Jaipur,2001,70000,Petrol,Manual,Third,,1242.0,,5.0,0.55,Fiat,1.2 ELX
Mumbai,2011,82000,Diesel,Automatic,Second,12.35,2179.0,187.74,5.0,13.9,Land Rover,Freelander 2 HSE
Pune,2010,85000,Petrol,Manual,First,15.3,1596.0,101.0,5.0,1.46,Ford,1.6 ZXi Duratec
Pune,2012,83000,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,6.0,Hyundai,SX CRDi AT
Jaipur,2016,26000,Petrol,Manual,First,21.7,999.0,67.0,5.0,3.0,Renault,1.0 RXT Optional
Delhi,2012,27000,Diesel,Manual,First,22.3,1248.0,88.8,5.0,3.5,Tata,Vista Quadrajet 90 ZX Plus
Kochi,2018,37746,Diesel,Manual,First,21.19,1396.0,88.73,5.0,7.59,Hyundai,Active 1.4 SX
Mumbai,2009,63274,Petrol,Manual,Second,15.0,1586.0,104.68,5.0,1.99,Maruti,Zxi BSIII
Hyderabad,2016,25000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.8,Renault,RXT
Bangalore,2013,197000,Diesel,Manual,First,11.68,2498.0,112.0,7.0,4.0,Mahindra,E4 ABS BS III
Bangalore,2013,45010,Petrol,Manual,Second,21.1,814.0,55.2,5.0,2.95,Hyundai,D Lite Plus
Delhi,2013,75348,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.75,Honda,VX i-DTEC
Kolkata,2010,90110,Diesel,Manual,First,22.07,1199.0,73.9,5.0,2.5,Volkswagen,Diesel Highline 1.2L
Pune,2011,102013,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.75,Honda,1.5 V MT
Pune,2015,36000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,22.0,Toyota,4x2 AT
Kochi,2017,37578,Petrol,Manual,First,18.0,1198.0,86.7,5.0,6.14,Honda,E i-Vtech
Pune,2015,46001,Diesel,Automatic,First,20.58,1995.0,143.0,5.0,16.0,BMW,Series 118d Base
Hyderabad,2014,46559,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.75,Maruti,VXI AT
Mumbai,2015,48000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,11.75,Toyota,2.5 GX (Diesel) 8 Seater
Pune,2013,46000,Diesel,Automatic,Second,16.36,2179.0,187.7,5.0,24.0,Jaguar,2.2 Litre Luxury
Hyderabad,2017,15000,Petrol,Manual,First,17.5,1199.0,88.7,5.0,8.9,Honda,i-VTEC VX
Chennai,2012,85000,Diesel,Automatic,Third,17.05,1995.0,184.0,5.0,10.0,BMW,sDrive20d
Mumbai,2014,32000,Petrol,Automatic,First,14.3,1598.0,103.5,5.0,5.55,Skoda,1.6 MPI AT Elegance
Kochi,2012,60818,Petrol,Manual,First,16.09,1598.0,103.5,5.0,3.59,Volkswagen,1.6 Comfortline
Coimbatore,2019,35188,Diesel,Manual,First,22.77,1498.0,98.59,5.0,11.13,Ford,1.5 TDCi Trend Plus BE
Jaipur,2012,110000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.2,Mahindra,W6 2WD
Mumbai,2014,61000,Diesel,Manual,First,18.6,1388.0,67.0,5.0,2.98,Ford,Classic 1.4 Duratorq LXI
Pune,2010,75000,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,1.7,Hyundai,Xing GLS
Delhi,2015,55000,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,52.0,Mercedes-Benz,2007 2012 350 CDI Luxury
Pune,2003,69966,Petrol,Manual,First,19.7,796.0,46.3,5.0,0.95,Maruti,LXi BSII
Mumbai,2016,42000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,9.25,Honda,i VTEC VX Option
Bangalore,2014,48000,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,16.25,Hyundai,Fe 2WD AT
Kolkata,2015,35000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,20.99,Mercedes-Benz,Class 200 CDI SPORT
Chennai,2005,128000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,4.25,Toyota,2.5 G4 Diesel 8-seater
Bangalore,2008,78000,Diesel,Automatic,Second,16.07,1995.0,181.0,5.0,7.2,BMW,Series 320d Sedan
Hyderabad,2011,53080,Petrol,Manual,First,18.6,1197.0,85.8,5.0,4.4,Maruti,ZXI
Pune,2011,66000,Petrol,Manual,Second,15.04,1598.0,103.6,5.0,4.25,Volkswagen,Petrol Highline
Ahmedabad,2012,25000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,5.35,Maruti,VXI
Coimbatore,2016,36139,Petrol,Automatic,Second,18.9,1197.0,82.0,5.0,6.3,Hyundai,i10 AT Asta
Delhi,2017,44000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12.5,Hyundai,1.6 CRDi SX
Ahmedabad,2008,50000,Diesel,Automatic,Second,16.77,2967.0,241.38,5.0,7.5,Audi,3.0 TDI quattro
Delhi,2016,81177,Diesel,Manual,First,16.0,1997.0,140.0,7.0,11.25,Mahindra,W8 1.99 mHawk
Mumbai,2016,26000,Petrol,Automatic,First,16.05,1499.0,110.4,5.0,7.65,Ford,1.5 Ti VCT AT Titanium BE
Mumbai,2016,100000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4.5,Hyundai,1.1 CRDi Base
Hyderabad,2014,75000,Diesel,Automatic,First,21.21,1498.0,103.2,5.0,7.5,Volkswagen,1.5 TDI Comfortline AT
Kochi,2004,119859,Petrol,Automatic,First,13.0,2987.0,210.0,5.0,7.1,Mercedes-Benz,280 AT
Mumbai,2010,55980,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.25,Hyundai,Magna
Hyderabad,2015,30000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,27.0,Audi,35 TDI Technology Edition
Pune,2012,49700,Diesel,Manual,Second,21.9,1396.0,88.76,5.0,4.18,Hyundai,Sportz 1.4 CRDi
Chennai,2013,79000,Diesel,Manual,First,23.5,1396.0,88.7,5.0,6.5,Hyundai,1.4 EX
Delhi,2010,65100,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.15,Honda,1.5 V MT
Pune,2016,54161,Diesel,Manual,First,25.47,1248.0,88.5,7.0,7.64,Maruti,VDI
Hyderabad,2011,28619,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.4,Maruti,LXi BSII
Mumbai,2016,9000,Petrol,Automatic,First,20.51,998.0,67.0,5.0,4.25,Maruti,R AMT VXI
Kochi,2016,42876,Diesel,Automatic,First,19.08,1582.0,126.2,5.0,9.31,Hyundai,1.6 CRDi AT SX
Bangalore,2011,64000,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.39,Maruti,LXi BSIII
Kochi,2018,20488,Petrol,Manual,Second,16.09,1598.0,103.5,5.0,7.64,Volkswagen,1.6 Comfortline
Delhi,2016,21000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.21,Maruti,Zeta 1.2
Jaipur,2012,119203,Diesel,Automatic,First,,2179.0,115.0,5.0,16.5,Land Rover,Freelander 2 TD4 SE
Kochi,2011,55987,Petrol,Automatic,First,13.7,1997.0,153.86,5.0,8.22,Honda,2.0L 2WD AT
Coimbatore,2017,72668,Diesel,Manual,First,14.24,2755.0,174.5,7.0,28.85,Toyota,2.8 2WD MT
Mumbai,2015,32000,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,8.5,Honda,V AT
Bangalore,2014,3000,Petrol,Automatic,Second,12.0,5461.0,421.0,2.0,90.0,Mercedes-Benz,55 AMG
Mumbai,2015,10400,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.51,Honda,i-VTEC S
Mumbai,2013,35000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.65,Maruti,VDI
Kochi,2013,55101,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,8.4,Toyota,Altis 2008-2013 1.8 VL AT
Bangalore,2014,57464,Diesel,Manual,First,23.59,1364.0,67.06,5.0,5.75,Toyota,Cross 1.4L VD
Jaipur,2006,110000,Petrol,Manual,First,18.9,998.0,67.1,5.0,1.11,Maruti,R LX
Kochi,2017,17941,Petrol,Manual,First,15.7,,,,3.93,Fiat,1.2 Dynamic
Mumbai,2014,72000,Petrol,Automatic,First,12.0,1991.0,184.0,5.0,17.25,Mercedes-Benz,2015-2017 E 200 CGI
Delhi,2012,16000,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,32.0,Jaguar,Aero Sport Edition
Kochi,2011,62020,Petrol,Manual,First,17.0,1197.0,80.0,5.0,3.45,Hyundai,Sportz Petrol
Pune,2014,85000,Diesel,Automatic,Second,12.39,2179.0,147.51,5.0,23.0,Land Rover,Freelander 2 SE
Kochi,2018,14223,Petrol,Manual,First,18.6,1197.0,81.86,5.0,7.32,Hyundai,i20 Petrol Sportz
Jaipur,2014,41210,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.4,Honda,S i-Vtech
Bangalore,2015,20000,Diesel,Automatic,First,,2987.0,165.0,5.0,47.35,Mercedes-Benz,ML 350 4Matic
Coimbatore,2016,18043,Petrol,Manual,First,22.74,796.0,47.3,5.0,4.12,Maruti,800 VXI
